# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2025-11-12T00:00:00.0
# Date end (ISO 8601): 2025-11-13T00:00:00.0
# Latitude (positive North, ISO 19115): -48.8485
# Longitude (positive East, ISO 19115): -26.3054
# Altitude (m): 0.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 1 min 0 s
# noValue: nan
# File generated on: 2025-11-14
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2025-11-12T05:03:00.0/2025-11-12T05:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:04:00.0/2025-11-12T05:05:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:05:00.0/2025-11-12T05:06:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:06:00.0/2025-11-12T05:07:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:07:00.0/2025-11-12T05:08:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:08:00.0/2025-11-12T05:09:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:09:00.0/2025-11-12T05:10:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:10:00.0/2025-11-12T05:11:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:11:00.0/2025-11-12T05:12:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:12:00.0/2025-11-12T05:13:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:13:00.0/2025-11-12T05:14:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:14:00.0/2025-11-12T05:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:15:00.0/2025-11-12T05:16:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:16:00.0/2025-11-12T05:17:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:17:00.0/2025-11-12T05:18:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:18:00.0/2025-11-12T05:19:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:19:00.0/2025-11-12T05:20:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:20:00.0/2025-11-12T05:21:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:21:00.0/2025-11-12T05:22:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:22:00.0/2025-11-12T05:23:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:23:00.0/2025-11-12T05:24:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:24:00.0/2025-11-12T05:25:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:25:00.0/2025-11-12T05:26:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:26:00.0/2025-11-12T05:27:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:27:00.0/2025-11-12T05:28:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:28:00.0/2025-11-12T05:29:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:29:00.0/2025-11-12T05:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:30:00.0/2025-11-12T05:31:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:31:00.0/2025-11-12T05:32:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:32:00.0/2025-11-12T05:33:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:33:00.0/2025-11-12T05:34:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:34:00.0/2025-11-12T05:35:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:35:00.0/2025-11-12T05:36:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:36:00.0/2025-11-12T05:37:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:37:00.0/2025-11-12T05:38:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:38:00.0/2025-11-12T05:39:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:39:00.0/2025-11-12T05:40:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:40:00.0/2025-11-12T05:41:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:41:00.0/2025-11-12T05:42:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:42:00.0/2025-11-12T05:43:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:43:00.0/2025-11-12T05:44:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:44:00.0/2025-11-12T05:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:45:00.0/2025-11-12T05:46:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:46:00.0/2025-11-12T05:47:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:47:00.0/2025-11-12T05:48:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:48:00.0/2025-11-12T05:49:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:49:00.0/2025-11-12T05:50:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:50:00.0/2025-11-12T05:51:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:51:00.0/2025-11-12T05:52:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:52:00.0/2025-11-12T05:53:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:53:00.0/2025-11-12T05:54:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:54:00.0/2025-11-12T05:55:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:55:00.0/2025-11-12T05:56:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:56:00.0/2025-11-12T05:57:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:57:00.0/2025-11-12T05:58:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:58:00.0/2025-11-12T05:59:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T05:59:00.0/2025-11-12T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T06:00:00.0/2025-11-12T06:01:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T06:01:00.0/2025-11-12T06:02:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T06:02:00.0/2025-11-12T06:03:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T06:03:00.0/2025-11-12T06:04:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2025-11-12T06:04:00.0/2025-11-12T06:05:00.0;0.0693;0.0158;0.0023;0.0134;0.0000;0.0019;0.0000;0.0019;0.0000;0.5000
2025-11-12T06:05:00.0/2025-11-12T06:06:00.0;0.1284;0.0300;0.0006;0.0294;0.0000;0.0036;0.0000;0.0036;0.0000;0.5000
2025-11-12T06:06:00.0/2025-11-12T06:07:00.0;0.1877;0.0470;0.0015;0.0454;0.0000;0.0056;0.0000;0.0056;0.0000;0.5000
2025-11-12T06:07:00.0/2025-11-12T06:08:00.0;0.2470;0.0645;0.0030;0.0615;0.0000;0.0076;0.0000;0.0076;0.0000;0.5000
2025-11-12T06:08:00.0/2025-11-12T06:09:00.0;0.3065;0.0825;0.0051;0.0775;0.0000;0.0098;0.0000;0.0098;0.0000;0.5000
2025-11-12T06:09:00.0/2025-11-12T06:10:00.0;0.3661;0.1011;0.0076;0.0935;0.0000;0.0120;0.0000;0.0120;0.0000;0.5000
2025-11-12T06:10:00.0/2025-11-12T06:11:00.0;0.4257;0.1202;0.0106;0.1095;0.0000;0.0142;0.0000;0.0142;0.0000;0.5000
2025-11-12T06:11:00.0/2025-11-12T06:12:00.0;0.4854;0.1397;0.0141;0.1255;0.6742;0.0166;0.0000;0.0166;0.0000;0.5000
2025-11-12T06:12:00.0/2025-11-12T06:13:00.0;0.5453;0.1609;0.0194;0.1415;0.8250;0.0191;0.0000;0.0191;0.0000;0.5000
2025-11-12T06:13:00.0/2025-11-12T06:14:00.0;0.6052;0.1835;0.0262;0.1573;1.0026;0.0218;0.0000;0.0218;0.0000;0.5000
2025-11-12T06:14:00.0/2025-11-12T06:15:00.0;0.6652;0.2073;0.0342;0.1732;1.1906;0.0246;0.0000;0.0246;0.0000;0.5000
2025-11-12T06:15:00.0/2025-11-12T06:16:00.0;0.7253;0.2321;0.0432;0.1889;1.3812;0.0275;0.0000;0.0275;0.0000;0.5000
2025-11-12T06:16:00.0/2025-11-12T06:17:00.0;0.7855;0.2578;0.0533;0.2046;1.5714;0.0306;0.0000;0.0306;0.0000;0.5000
2025-11-12T06:17:00.0/2025-11-12T06:18:00.0;0.8458;0.2844;0.0643;0.2201;1.7608;0.0337;0.0000;0.0337;0.0000;0.5000
2025-11-12T06:18:00.0/2025-11-12T06:19:00.0;0.9061;0.3118;0.0762;0.2356;1.9489;0.0370;0.0000;0.0370;0.0000;0.5000
2025-11-12T06:19:00.0/2025-11-12T06:20:00.0;0.9666;0.3401;0.0891;0.2510;2.1355;0.0403;0.0000;0.0403;0.0000;0.5000
2025-11-12T06:20:00.0/2025-11-12T06:21:00.0;1.0271;0.3691;0.1029;0.2662;2.3203;0.0438;0.0000;0.0438;0.0000;0.5000
2025-11-12T06:21:00.0/2025-11-12T06:22:00.0;1.0877;0.3989;0.1175;0.2814;2.5032;0.0473;0.0000;0.0473;0.0000;0.5000
2025-11-12T06:22:00.0/2025-11-12T06:23:00.0;1.1484;0.4294;0.1330;0.2964;2.6841;0.0509;0.0000;0.0509;0.0000;0.5000
2025-11-12T06:23:00.0/2025-11-12T06:24:00.0;1.2092;0.4607;0.1494;0.3113;2.8629;0.0546;0.0000;0.0546;0.0000;0.5000
2025-11-12T06:24:00.0/2025-11-12T06:25:00.0;1.2700;0.4926;0.1666;0.3260;3.0395;0.0584;0.0000;0.0584;0.0000;0.5000
2025-11-12T06:25:00.0/2025-11-12T06:26:00.0;1.3309;0.5253;0.1846;0.3406;3.2139;0.0623;0.0000;0.0623;0.0000;0.5000
2025-11-12T06:26:00.0/2025-11-12T06:27:00.0;1.3919;0.5585;0.2034;0.3551;3.3861;0.0662;0.0000;0.0662;0.0000;0.5000
2025-11-12T06:27:00.0/2025-11-12T06:28:00.0;1.4530;0.5925;0.2230;0.3695;3.5561;0.0702;0.0000;0.0702;0.0000;0.5000
2025-11-12T06:28:00.0/2025-11-12T06:29:00.0;1.5142;0.6270;0.2434;0.3836;3.7238;0.0743;0.0000;0.0743;0.0000;0.5000
2025-11-12T06:29:00.0/2025-11-12T06:30:00.0;1.5754;0.6621;0.2644;0.3977;3.8892;0.0785;0.0000;0.0785;0.0000;0.5000
2025-11-12T06:30:00.0/2025-11-12T06:31:00.0;1.6367;0.6978;0.2863;0.4116;4.0524;0.0827;0.0000;0.0827;0.0000;0.5000
2025-11-12T06:31:00.0/2025-11-12T06:32:00.0;1.6980;0.7341;0.3088;0.4253;4.2133;0.0870;0.0000;0.0870;0.0000;0.5000
2025-11-12T06:32:00.0/2025-11-12T06:33:00.0;1.7595;0.7709;0.3320;0.4389;4.3720;0.0914;0.0000;0.0914;0.0000;0.5000
2025-11-12T06:33:00.0/2025-11-12T06:34:00.0;1.8210;0.8082;0.3559;0.4523;4.5285;0.0958;0.0000;0.0958;0.0000;0.5000
2025-11-12T06:34:00.0/2025-11-12T06:35:00.0;1.8825;0.8461;0.3805;0.4656;4.6827;0.1003;0.0000;0.1003;0.0000;0.5000
2025-11-12T06:35:00.0/2025-11-12T06:36:00.0;1.9441;0.8844;0.4057;0.4787;4.8348;0.1048;0.0000;0.1048;0.0000;0.5000
2025-11-12T06:36:00.0/2025-11-12T06:37:00.0;2.0058;0.9232;0.4315;0.4917;4.9847;0.1094;0.0000;0.1094;0.0000;0.5000
2025-11-12T06:37:00.0/2025-11-12T06:38:00.0;2.0676;0.9625;0.4580;0.5045;5.1325;0.1141;0.0000;0.1141;0.0000;0.5000
2025-11-12T06:38:00.0/2025-11-12T06:39:00.0;2.1294;1.0023;0.4851;0.5172;5.2781;0.1188;0.0000;0.1188;0.0000;0.5000
2025-11-12T06:39:00.0/2025-11-12T06:40:00.0;2.1913;1.0424;0.5128;0.5297;5.4217;0.1236;0.0000;0.1236;0.0000;0.5000
2025-11-12T06:40:00.0/2025-11-12T06:41:00.0;2.2532;1.0830;0.5410;0.5420;5.5631;0.1284;0.0000;0.1284;0.0000;0.5000
2025-11-12T06:41:00.0/2025-11-12T06:42:00.0;2.3152;1.1240;0.5698;0.5542;5.7026;0.1332;0.0000;0.1332;0.0000;0.5000
2025-11-12T06:42:00.0/2025-11-12T06:43:00.0;2.3773;1.1654;0.5992;0.5662;5.8400;0.1382;0.0000;0.1382;0.0000;0.5000
2025-11-12T06:43:00.0/2025-11-12T06:44:00.0;2.4394;1.2072;0.6291;0.5781;5.9754;0.1431;0.0000;0.1431;0.0000;0.5000
2025-11-12T06:44:00.0/2025-11-12T06:45:00.0;2.5016;1.2494;0.6596;0.5898;6.1089;0.1481;0.0000;0.1481;0.0000;0.5000
2025-11-12T06:45:00.0/2025-11-12T06:46:00.0;2.5638;1.2919;0.6905;0.6014;6.2404;0.1531;0.0000;0.1531;0.0000;0.5000
2025-11-12T06:46:00.0/2025-11-12T06:47:00.0;2.6261;1.3348;0.7220;0.6128;6.3700;0.1582;0.0000;0.1582;0.0000;0.5000
2025-11-12T06:47:00.0/2025-11-12T06:48:00.0;2.6884;1.3780;0.7539;0.6241;6.4978;0.1634;0.0000;0.1634;0.0000;0.5000
2025-11-12T06:48:00.0/2025-11-12T06:49:00.0;2.7508;1.4216;0.7864;0.6352;6.6236;0.1685;0.0000;0.1685;0.0000;0.5000
2025-11-12T06:49:00.0/2025-11-12T06:50:00.0;2.8132;1.4654;0.8193;0.6461;6.7477;0.1737;0.0000;0.1737;0.0000;0.5000
2025-11-12T06:50:00.0/2025-11-12T06:51:00.0;2.8757;1.5096;0.8527;0.6570;6.8700;0.1790;0.0000;0.1790;0.0000;0.5000
2025-11-12T06:51:00.0/2025-11-12T06:52:00.0;2.9382;1.5541;0.8865;0.6676;6.9904;0.1842;0.0000;0.1842;0.0000;0.5000
2025-11-12T06:52:00.0/2025-11-12T06:53:00.0;3.0007;1.5989;0.9207;0.6782;7.1092;0.1895;0.0000;0.1895;0.0000;0.5000
2025-11-12T06:53:00.0/2025-11-12T06:54:00.0;3.0633;1.6440;0.9554;0.6886;7.2262;0.1949;0.0000;0.1949;0.0000;0.5000
2025-11-12T06:54:00.0/2025-11-12T06:55:00.0;3.1260;1.6893;0.9905;0.6988;7.3415;0.2003;0.0000;0.2003;0.0000;1.0000
2025-11-12T06:55:00.0/2025-11-12T06:56:00.0;3.1887;1.7350;1.0260;0.7090;7.4552;0.2057;0.0000;0.2057;0.0000;1.0000
2025-11-12T06:56:00.0/2025-11-12T06:57:00.0;3.2514;1.7809;1.0619;0.7189;7.5672;0.2111;0.0000;0.2111;0.0000;1.0000
2025-11-12T06:57:00.0/2025-11-12T06:58:00.0;3.3142;1.8270;1.0982;0.7288;7.6776;0.2166;0.0000;0.2166;0.0000;1.0000
2025-11-12T06:58:00.0/2025-11-12T06:59:00.0;3.3770;1.8734;1.1349;0.7385;7.7865;0.2221;0.0000;0.2221;0.0000;1.0000
2025-11-12T06:59:00.0/2025-11-12T07:00:00.0;3.4398;1.9201;1.1719;0.7481;7.8938;0.2276;0.0000;0.2276;0.0000;1.0000
2025-11-12T07:00:00.0/2025-11-12T07:01:00.0;3.5027;1.9669;1.2093;0.7576;7.9995;0.2332;0.0000;0.2332;0.0000;1.0000
2025-11-12T07:01:00.0/2025-11-12T07:02:00.0;3.5657;2.0140;1.2471;0.7669;8.1037;0.2383;0.0000;0.2383;0.0000;1.0000
2025-11-12T07:02:00.0/2025-11-12T07:03:00.0;3.6286;2.0614;1.2852;0.7761;8.2065;0.2415;0.0000;0.2415;0.0000;1.0000
2025-11-12T07:03:00.0/2025-11-12T07:04:00.0;3.6916;2.1089;1.3237;0.7852;8.3078;0.2445;0.0000;0.2445;0.0000;1.0000
2025-11-12T07:04:00.0/2025-11-12T07:05:00.0;3.7546;2.1566;1.3624;0.7942;8.4076;0.2474;0.0000;0.2474;0.0000;1.0000
2025-11-12T07:05:00.0/2025-11-12T07:06:00.0;3.8176;2.2046;1.4015;0.8031;8.5061;0.2502;0.0000;0.2502;0.0000;1.0000
2025-11-12T07:06:00.0/2025-11-12T07:07:00.0;3.8807;2.2528;1.4410;0.8118;8.6032;0.2530;0.0000;0.2530;0.0000;1.0000
2025-11-12T07:07:00.0/2025-11-12T07:08:00.0;3.9438;2.3011;1.4807;0.8204;8.6989;0.2556;0.0000;0.2556;0.0000;1.0000
2025-11-12T07:08:00.0/2025-11-12T07:09:00.0;4.0069;2.3496;1.5207;0.8290;8.7932;0.2582;0.0000;0.2582;0.0000;1.0000
2025-11-12T07:09:00.0/2025-11-12T07:10:00.0;4.0701;2.3984;1.5610;0.8374;8.8863;0.2606;0.0000;0.2606;0.0000;1.0000
2025-11-12T07:10:00.0/2025-11-12T07:11:00.0;4.1333;2.4473;1.6016;0.8457;8.9780;0.2630;0.0000;0.2630;0.0000;1.0000
2025-11-12T07:11:00.0/2025-11-12T07:12:00.0;4.1965;2.4963;1.6425;0.8539;9.0685;0.2652;0.0000;0.2652;0.0000;1.0000
2025-11-12T07:12:00.0/2025-11-12T07:13:00.0;4.2597;2.5456;1.6836;0.8619;9.1577;0.2674;0.0000;0.2674;0.0000;1.0000
2025-11-12T07:13:00.0/2025-11-12T07:14:00.0;4.3229;2.5950;1.7250;0.8699;9.2457;0.2694;0.0000;0.2694;0.0000;1.0000
2025-11-12T07:14:00.0/2025-11-12T07:15:00.0;4.3862;2.6445;1.7667;0.8778;9.3325;0.2714;0.0000;0.2714;0.0000;1.0000
2025-11-12T07:15:00.0/2025-11-12T07:16:00.0;4.4495;2.6942;1.8086;0.8856;9.4181;0.2732;0.0000;0.2732;0.0000;1.0000
2025-11-12T07:16:00.0/2025-11-12T07:17:00.0;4.5128;2.7441;1.8508;0.8933;9.5025;0.2753;0.0000;0.2753;0.0000;1.0000
2025-11-12T07:17:00.0/2025-11-12T07:18:00.0;4.5761;2.7941;1.8932;0.9009;9.5858;0.2787;0.0000;0.2787;0.0000;1.0000
2025-11-12T07:18:00.0/2025-11-12T07:19:00.0;4.6394;2.8443;1.9359;0.9084;9.6680;0.2822;0.0000;0.2822;0.0000;1.0000
2025-11-12T07:19:00.0/2025-11-12T07:20:00.0;4.7027;2.8946;1.9787;0.9158;9.7490;0.2856;0.0000;0.2856;0.0000;1.0000
2025-11-12T07:20:00.0/2025-11-12T07:21:00.0;4.7661;2.9450;2.0218;0.9232;9.8290;0.2890;0.0000;0.2890;0.0000;1.0000
2025-11-12T07:21:00.0/2025-11-12T07:22:00.0;4.8294;2.9955;2.0652;0.9304;9.9079;0.2923;0.0000;0.2923;0.0000;1.0000
2025-11-12T07:22:00.0/2025-11-12T07:23:00.0;4.8928;3.0462;2.1087;0.9375;9.9857;0.2956;0.0000;0.2956;0.0000;1.0000
2025-11-12T07:23:00.0/2025-11-12T07:24:00.0;4.9562;3.0970;2.1524;0.9446;10.0625;0.2988;0.0000;0.2988;0.0000;1.0000
2025-11-12T07:24:00.0/2025-11-12T07:25:00.0;5.0196;3.1480;2.1964;0.9516;10.1383;0.3020;0.0000;0.3020;0.0000;1.0000
2025-11-12T07:25:00.0/2025-11-12T07:26:00.0;5.0830;3.1990;2.2405;0.9585;10.2131;0.3052;0.0000;0.3052;0.0000;1.0000
2025-11-12T07:26:00.0/2025-11-12T07:27:00.0;5.1463;3.2502;2.2849;0.9653;10.2869;0.3083;0.0000;0.3083;0.0000;1.0000
2025-11-12T07:27:00.0/2025-11-12T07:28:00.0;5.2097;3.3014;2.3294;0.9721;10.3597;0.3113;0.0000;0.3113;0.0000;1.0000
2025-11-12T07:28:00.0/2025-11-12T07:29:00.0;5.2731;3.3528;2.3741;0.9787;10.4316;0.3143;0.0000;0.3143;0.0000;1.0000
2025-11-12T07:29:00.0/2025-11-12T07:30:00.0;5.3365;3.4043;2.4190;0.9853;10.5026;0.3173;0.0000;0.3173;0.0000;1.0000
2025-11-12T07:30:00.0/2025-11-12T07:31:00.0;5.3999;3.4559;2.4640;0.9918;10.5726;0.3202;0.0000;0.3202;0.0000;1.0000
2025-11-12T07:31:00.0/2025-11-12T07:32:00.0;5.4633;3.5076;2.5093;0.9983;10.6418;0.3367;0.0001;0.3366;0.0004;1.0000
2025-11-12T07:32:00.0/2025-11-12T07:33:00.0;5.5267;3.5593;2.5547;1.0047;10.7101;0.4224;0.0006;0.4218;0.0026;1.0000
2025-11-12T07:33:00.0/2025-11-12T07:34:00.0;5.5901;3.6112;2.6002;1.0110;10.7775;0.5105;0.0012;0.5093;0.0049;1.0000
2025-11-12T07:34:00.0/2025-11-12T07:35:00.0;5.6535;3.6631;2.6460;1.0172;10.8440;0.6009;0.0017;0.5992;0.0072;1.0000
2025-11-12T07:35:00.0/2025-11-12T07:36:00.0;5.7169;3.7152;2.6918;1.0234;10.9097;0.6937;0.0023;0.6914;0.0095;1.0000
2025-11-12T07:36:00.0/2025-11-12T07:37:00.0;5.7803;3.7673;2.7379;1.0294;10.9746;0.7889;0.0029;0.7860;0.0118;1.0000
2025-11-12T07:37:00.0/2025-11-12T07:38:00.0;5.8436;3.8195;2.7840;1.0355;11.0387;0.8865;0.0036;0.8829;0.0142;1.0000
2025-11-12T07:38:00.0/2025-11-12T07:39:00.0;5.9070;3.8718;2.8303;1.0414;11.1019;0.9865;0.0042;0.9822;0.0166;1.0000
2025-11-12T07:39:00.0/2025-11-12T07:40:00.0;5.9703;3.9241;2.8768;1.0473;11.1644;1.0888;0.0049;1.0839;0.0190;1.0000
2025-11-12T07:40:00.0/2025-11-12T07:41:00.0;6.0337;3.9766;2.9234;1.0532;11.2261;1.1936;0.0056;1.1880;0.0214;1.0000
2025-11-12T07:41:00.0/2025-11-12T07:42:00.0;6.0970;4.0291;2.9701;1.0590;11.2871;1.3008;0.0063;1.2945;0.0239;1.0000
